POI_ID,USE_TYPE,NAME,NAME_LONG,LEVEL_ID,HEIGHT_REL,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,VALIDATION,STATUS
OtherBuildings.DignityHealthArena.L0.FLR2-U-01,Seat,FLR2-U-01,"FLR2-U-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-W-13,Seat,FLR2-W-13,"FLR2-W-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-F-12,Seat,FLR6-F-12,"FLR6-F-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-05,Seat,FLR6-B-05,"FLR6-B-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-06,Seat,FLR6-D-06,"FLR6-D-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-02,Seat,FLR2-U-02,"FLR2-U-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-W-14,Seat,FLR2-W-14,"FLR2-W-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-F-13,Seat,FLR6-F-13,"FLR6-F-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-06,Seat,FLR6-B-06,"FLR6-B-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-07,Seat,FLR6-D-07,"FLR6-D-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-03,Seat,FLR2-U-03,"FLR2-U-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-07,Seat,FLR6-B-07,"FLR6-B-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-F-14,Seat,FLR6-F-14,"FLR6-F-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-01,Seat,FLR6-A-01,"FLR6-A-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-08,Seat,FLR6-D-08,"FLR6-D-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-01,Seat,FLR3-W-01,"FLR3-W-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-04,Seat,FLR2-U-04,"FLR2-U-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-08,Seat,FLR6-B-08,"FLR6-B-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-09,Seat,FLR6-D-09,"FLR6-D-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-02,Seat,FLR3-W-02,"FLR3-W-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-01,Seat,FLR4-F-01,"FLR4-F-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-05,Seat,FLR2-U-05,"FLR2-U-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-09,Seat,FLR6-B-09,"FLR6-B-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-02,Seat,FLR6-A-02,"FLR6-A-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-10,Seat,FLR6-D-10,"FLR6-D-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-02,Seat,FLR4-F-02,"FLR4-F-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-03,Seat,FLR3-W-03,"FLR3-W-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-06,Seat,FLR2-U-06,"FLR2-U-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-10,Seat,FLR6-B-10,"FLR6-B-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-11,Seat,FLR6-D-11,"FLR6-D-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-03,Seat,FLR4-F-03,"FLR4-F-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-04,Seat,FLR3-W-04,"FLR3-W-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-07,Seat,FLR2-U-07,"FLR2-U-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-11,Seat,FLR6-B-11,"FLR6-B-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-03,Seat,FLR6-A-03,"FLR6-A-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-12,Seat,FLR6-D-12,"FLR6-D-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-04,Seat,FLR4-F-04,"FLR4-F-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-05,Seat,FLR3-W-05,"FLR3-W-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-08,Seat,FLR2-U-08,"FLR2-U-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-12,Seat,FLR6-B-12,"FLR6-B-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-05,Seat,FLR4-F-05,"FLR4-F-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-13,Seat,FLR6-D-13,"FLR6-D-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-06,Seat,FLR3-W-06,"FLR3-W-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR2-U-09,Seat,FLR2-U-09,"FLR2-U-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-13,Seat,FLR6-B-13,"FLR6-B-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-04,Seat,FLR6-A-04,"FLR6-A-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-06,Seat,FLR4-F-06,"FLR4-F-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-07,Seat,FLR3-W-07,"FLR3-W-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-D-14,Seat,FLR6-D-14,"FLR6-D-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-B-14,Seat,FLR6-B-14,"FLR6-B-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-05,Seat,FLR6-A-05,"FLR6-A-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-07,Seat,FLR4-F-07,"FLR4-F-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-08,Seat,FLR3-W-08,"FLR3-W-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-01,Seat,FLR4-D-01,"FLR4-D-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-06,Seat,FLR6-A-06,"FLR6-A-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-01,Seat,FLR4-B-01,"FLR4-B-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-08,Seat,FLR4-F-08,"FLR4-F-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-09,Seat,FLR3-W-09,"FLR3-W-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-01,Seat,FLR5-I-01,"FLR5-I-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-02,Seat,FLR4-D-02,"FLR4-D-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-07,Seat,FLR6-A-07,"FLR6-A-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-09,Seat,FLR4-F-09,"FLR4-F-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-10,Seat,FLR3-W-10,"FLR3-W-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-02,Seat,FLR5-I-02,"FLR5-I-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-03,Seat,FLR4-D-03,"FLR4-D-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-02,Seat,FLR4-B-02,"FLR4-B-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-08,Seat,FLR6-A-08,"FLR6-A-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-10,Seat,FLR4-F-10,"FLR4-F-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-11,Seat,FLR3-W-11,"FLR3-W-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-03,Seat,FLR5-I-03,"FLR5-I-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-04,Seat,FLR4-D-04,"FLR4-D-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-09,Seat,FLR6-A-09,"FLR6-A-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-11,Seat,FLR4-F-11,"FLR4-F-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-12,Seat,FLR3-W-12,"FLR3-W-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-04,Seat,FLR5-I-04,"FLR5-I-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-05,Seat,FLR4-D-05,"FLR4-D-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-03,Seat,FLR4-B-03,"FLR4-B-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-10,Seat,FLR6-A-10,"FLR6-A-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-12,Seat,FLR4-F-12,"FLR4-F-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-13,Seat,FLR3-W-13,"FLR3-W-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-05,Seat,FLR5-I-05,"FLR5-I-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-06,Seat,FLR4-D-06,"FLR4-D-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-13,Seat,FLR4-F-13,"FLR4-F-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-11,Seat,FLR6-A-11,"FLR6-A-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR3-W-14,Seat,FLR3-W-14,"FLR3-W-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-06,Seat,FLR5-I-06,"FLR5-I-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-04,Seat,FLR4-B-04,"FLR4-B-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-07,Seat,FLR4-D-07,"FLR4-D-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-12,Seat,FLR6-A-12,"FLR6-A-12, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-F-14,Seat,FLR4-F-14,"FLR4-F-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-07,Seat,FLR5-I-07,"FLR5-I-07, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR1-W-01,Seat,FLR1-W-01,"FLR1-W-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-13,Seat,FLR6-A-13,"FLR6-A-13, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-08,Seat,FLR4-D-08,"FLR4-D-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-05,Seat,FLR4-B-05,"FLR4-B-05, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-08,Seat,FLR5-I-08,"FLR5-I-08, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR1-W-02,Seat,FLR1-W-02,"FLR1-W-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR6-A-14,Seat,FLR6-A-14,"FLR6-A-14, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR1-W-03,Seat,FLR1-W-03,"FLR1-W-03, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-09,Seat,FLR5-I-09,"FLR5-I-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-G-01,Seat,FLR5-G-01,"FLR5-G-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-09,Seat,FLR4-D-09,"FLR4-D-09, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-B-06,Seat,FLR4-B-06,"FLR4-B-06, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-10,Seat,FLR5-I-10,"FLR5-I-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR1-W-04,Seat,FLR1-W-04,"FLR1-W-04, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-A-01,Seat,FLR4-A-01,"FLR4-A-01, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-G-02,Seat,FLR5-G-02,"FLR5-G-02, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR4-D-10,Seat,FLR4-D-10,"FLR4-D-10, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
OtherBuildings.DignityHealthArena.L0.FLR5-I-11,Seat,FLR5-I-11,"FLR5-I-11, L0",OtherBuildings.DignityHealthArena.L0,3.00000000000,CHRISDINTAMAN,11/14/2025,CHRISDINTAMAN,11/14/2025,2,Unsold
