POI_ID,USE_TYPE,NAME,NAME_LONG,LEVEL_ID,HEIGHT_REL,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,VALIDATION,STATUS
OtherBuildings.DignityHealthArena.L01.109-K-19,Seat,109-K-19,"109-K-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-K-20,Seat,109-K-20,"109-K-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-K-21,Seat,109-K-21,"109-K-21, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-01,Seat,109-L-01,"109-L-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-02,Seat,109-L-02,"109-L-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-03,Seat,109-L-03,"109-L-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-04,Seat,109-L-04,"109-L-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-05,Seat,109-L-05,"109-L-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-06,Seat,109-L-06,"109-L-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-07,Seat,109-L-07,"109-L-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-08,Seat,109-L-08,"109-L-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-09,Seat,109-L-09,"109-L-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-10,Seat,109-L-10,"109-L-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-11,Seat,109-L-11,"109-L-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-12,Seat,109-L-12,"109-L-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-13,Seat,109-L-13,"109-L-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-14,Seat,109-L-14,"109-L-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-15,Seat,109-L-15,"109-L-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-16,Seat,109-L-16,"109-L-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-17,Seat,109-L-17,"109-L-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-L-18,Seat,109-L-18,"109-L-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-19,Seat,109-L-19,"109-L-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-20,Seat,109-L-20,"109-L-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-21,Seat,109-L-21,"109-L-21, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-L-22,Seat,109-L-22,"109-L-22, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-01,Seat,109-M-01,"109-M-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-02,Seat,109-M-02,"109-M-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-03,Seat,109-M-03,"109-M-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-04,Seat,109-M-04,"109-M-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-05,Seat,109-M-05,"109-M-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-06,Seat,109-M-06,"109-M-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-07,Seat,109-M-07,"109-M-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-08,Seat,109-M-08,"109-M-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-09,Seat,109-M-09,"109-M-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-10,Seat,109-M-10,"109-M-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-11,Seat,109-M-11,"109-M-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-12,Seat,109-M-12,"109-M-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-13,Seat,109-M-13,"109-M-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-14,Seat,109-M-14,"109-M-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-15,Seat,109-M-15,"109-M-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-16,Seat,109-M-16,"109-M-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-17,Seat,109-M-17,"109-M-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-M-18,Seat,109-M-18,"109-M-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-19,Seat,109-M-19,"109-M-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-20,Seat,109-M-20,"109-M-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-21,Seat,109-M-21,"109-M-21, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-M-22,Seat,109-M-22,"109-M-22, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-01,Seat,109-N-01,"109-N-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-02,Seat,109-N-02,"109-N-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-03,Seat,109-N-03,"109-N-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-04,Seat,109-N-04,"109-N-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-05,Seat,109-N-05,"109-N-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-06,Seat,109-N-06,"109-N-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-07,Seat,109-N-07,"109-N-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-08,Seat,109-N-08,"109-N-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-09,Seat,109-N-09,"109-N-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-10,Seat,109-N-10,"109-N-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-11,Seat,109-N-11,"109-N-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-12,Seat,109-N-12,"109-N-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-13,Seat,109-N-13,"109-N-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-14,Seat,109-N-14,"109-N-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-15,Seat,109-N-15,"109-N-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-16,Seat,109-N-16,"109-N-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-17,Seat,109-N-17,"109-N-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-N-18,Seat,109-N-18,"109-N-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-19,Seat,109-N-19,"109-N-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-20,Seat,109-N-20,"109-N-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-21,Seat,109-N-21,"109-N-21, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-22,Seat,109-N-22,"109-N-22, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-N-23,Seat,109-N-23,"109-N-23, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-01,Seat,109-ADA-01,"109-ADA-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-02,Seat,109-ADA-02,"109-ADA-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-03,Seat,109-ADA-03,"109-ADA-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-04,Seat,109-ADA-04,"109-ADA-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-05,Seat,109-ADA-05,"109-ADA-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-06,Seat,109-ADA-06,"109-ADA-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-07,Seat,109-ADA-07,"109-ADA-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-08,Seat,109-ADA-08,"109-ADA-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-09,Seat,109-ADA-09,"109-ADA-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-10,Seat,109-ADA-10,"109-ADA-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-11,Seat,109-ADA-11,"109-ADA-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-12,Seat,109-ADA-12,"109-ADA-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-13,Seat,109-ADA-13,"109-ADA-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-14,Seat,109-ADA-14,"109-ADA-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-15,Seat,109-ADA-15,"109-ADA-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-16,Seat,109-ADA-16,"109-ADA-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-17,Seat,109-ADA-17,"109-ADA-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.109-ADA-18,Seat,109-ADA-18,"109-ADA-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-19,Seat,109-ADA-19,"109-ADA-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-20,Seat,109-ADA-20,"109-ADA-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-21,Seat,109-ADA-21,"109-ADA-21, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-22,Seat,109-ADA-22,"109-ADA-22, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-23,Seat,109-ADA-23,"109-ADA-23, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.109-ADA-24,Seat,109-ADA-24,"109-ADA-24, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-01,Seat,2154-01,"2154-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-02,Seat,2154-02,"2154-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-03,Seat,2154-03,"2154-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-04,Seat,2154-04,"2154-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-05,Seat,2154-05,"2154-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-06,Seat,2154-06,"2154-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-07,Seat,2154-07,"2154-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-08,Seat,2154-08,"2154-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-09,Seat,2154-09,"2154-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-10,Seat,2154-10,"2154-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-11,Seat,2154-11,"2154-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-12,Seat,2154-12,"2154-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-13,Seat,2154-13,"2154-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-14,Seat,2154-14,"2154-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-15,Seat,2154-15,"2154-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-16,Seat,2154-16,"2154-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.2154-17,Seat,2154-17,"2154-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-01,Seat,110-H-01,"110-H-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-02,Seat,110-H-02,"110-H-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-03,Seat,110-H-03,"110-H-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-04,Seat,110-H-04,"110-H-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-05,Seat,110-H-05,"110-H-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-06,Seat,110-H-06,"110-H-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-07,Seat,110-H-07,"110-H-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-08,Seat,110-H-08,"110-H-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-09,Seat,110-H-09,"110-H-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-10,Seat,110-H-10,"110-H-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-11,Seat,110-H-11,"110-H-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-12,Seat,110-H-12,"110-H-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-13,Seat,110-H-13,"110-H-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-14,Seat,110-H-14,"110-H-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-15,Seat,110-H-15,"110-H-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-16,Seat,110-H-16,"110-H-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-17,Seat,110-H-17,"110-H-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-H-18,Seat,110-H-18,"110-H-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-01,Seat,110-J-01,"110-J-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-02,Seat,110-J-02,"110-J-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-03,Seat,110-J-03,"110-J-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-04,Seat,110-J-04,"110-J-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-05,Seat,110-J-05,"110-J-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-06,Seat,110-J-06,"110-J-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-07,Seat,110-J-07,"110-J-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-08,Seat,110-J-08,"110-J-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-09,Seat,110-J-09,"110-J-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-10,Seat,110-J-10,"110-J-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-11,Seat,110-J-11,"110-J-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-12,Seat,110-J-12,"110-J-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-13,Seat,110-J-13,"110-J-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-J-14,Seat,110-J-14,"110-J-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-15,Seat,110-J-15,"110-J-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-16,Seat,110-J-16,"110-J-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-17,Seat,110-J-17,"110-J-17, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-18,Seat,110-J-18,"110-J-18, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-19,Seat,110-J-19,"110-J-19, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-J-20,Seat,110-J-20,"110-J-20, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-01,Seat,110-K-01,"110-K-01, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-02,Seat,110-K-02,"110-K-02, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-03,Seat,110-K-03,"110-K-03, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-04,Seat,110-K-04,"110-K-04, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-05,Seat,110-K-05,"110-K-05, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-06,Seat,110-K-06,"110-K-06, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-07,Seat,110-K-07,"110-K-07, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-08,Seat,110-K-08,"110-K-08, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-09,Seat,110-K-09,"110-K-09, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-10,Seat,110-K-10,"110-K-10, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
OtherBuildings.DignityHealthArena.L01.110-K-11,Seat,110-K-11,"110-K-11, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-K-12,Seat,110-K-12,"110-K-12, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-K-13,Seat,110-K-13,"110-K-13, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-K-14,Seat,110-K-14,"110-K-14, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-K-15,Seat,110-K-15,"110-K-15, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Sold
OtherBuildings.DignityHealthArena.L01.110-K-16,Seat,110-K-16,"110-K-16, L01",OtherBuildings.DignityHealthArena.L01,0.00000000000,,,,,6,Unsold
