SECTION_ID,NAME,NAME_LONG,LEVEL_ID,AREA_GROSS,HEIGHT_REL,SHAPE_Leng,SHAPE_Area,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GlobalID
OtherBuildings.DignityHealthArena.L02.S22,S22,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,17.59768959040,18.72003874350,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{8663E2BE-3C59-47B0-8EF9-37781BF88010}
OtherBuildings.DignityHealthArena.L02.S23,S23,,OtherBuildings.DignityHealthArena.L02,0.00000000000,0.00000000000,17.03107985110,18.06442131750,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{ABF7B033-F6F8-4955-85F4-CACFE2BE71AA}
OtherBuildings.DignityHealthArena.L0.FLR1,FLR1,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.09330587400,159.14925441800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{7D081B30-59C8-4013-B080-FD73EB4B89F8}
OtherBuildings.DignityHealthArena.L0.FLR2,FLR2,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.25260766200,159.53755063800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{5E9143E0-7C8C-402F-9A80-68D84C07DB98}
OtherBuildings.DignityHealthArena.L0.FLR3,FLR3,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.17424974220,159.31379580800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{4AD83859-CB87-4593-ACD6-67AA7DE9EA9C}
OtherBuildings.DignityHealthArena.L0.FLR6,FLR6,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,54.94936938070,158.57711872500,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{FAE46522-ADE5-4190-861E-B06E51EC1645}
OtherBuildings.DignityHealthArena.L0.FLR5,FLR5,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.17287864240,159.03015427900,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{63F76701-CF9D-43FA-8398-320FD915E2BF}
OtherBuildings.DignityHealthArena.L0.FLR4,FLR4,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.01393861500,159.34743926500,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{B4CA301C-461F-4E10-B76C-86C44A664654}
OtherBuildings.DignityHealthArena.L0.FLR7,FLR7,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,55.18494819680,143.75694803800,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{887B367C-96AD-4FE8-AE90-E6630030DA7A}
OtherBuildings.DignityHealthArena.L0.FLR8,FLR8,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,54.99724584700,159.09531751500,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{832456AE-A8AF-4200-9470-1943B51DE0BE}
OtherBuildings.DignityHealthArena.L0.FLR9,FLR9,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,54.60685388470,141.80705030000,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{FE105CDF-DB01-4C6B-860B-98BBAAE9C6A5}
OtherBuildings.DignityHealthArena.L0.112,112,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,39.87438237720,46.14202190310,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{5A01ED56-A89D-45EB-AF0D-F1ED5D410F99}
OtherBuildings.DignityHealthArena.L0.113,113,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,36.59511511900,75.50333153840,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{10ECC843-30F7-4082-8094-D976EEC34EF4}
OtherBuildings.DignityHealthArena.L0.114,114,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,41.19962140460,89.97519729910,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{96058A7A-679D-49F3-9D10-93113D1F4BA1}
OtherBuildings.DignityHealthArena.L0.111,111,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,30.38991419620,55.12439199500,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{59F24097-F0AF-45E4-A8C9-57B6EB296CEB}
OtherBuildings.DignityHealthArena.L0.110,110,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,28.13959066230,46.87190853340,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{682B9380-1D95-49F5-8AA8-B4C1341DEF06}
OtherBuildings.DignityHealthArena.L0.109,109,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,33.39802550390,64.12532776620,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{14C958B7-4543-4562-804D-6D97BC7AE0BB}
OtherBuildings.DignityHealthArena.L0.108,108,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,33.21453467700,63.42997834590,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{84843C0C-D19A-4055-BFCA-1812931D087A}
OtherBuildings.DignityHealthArena.L0.107,107,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,28.28020392800,47.44664344730,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{B33BF80F-1DCA-4726-83FD-153E93F4C5D7}
OtherBuildings.DignityHealthArena.L0.106,106,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,30.51836753690,55.27919174310,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{ADE6DD4D-E624-4941-B930-5843698B8FC8}
OtherBuildings.DignityHealthArena.L0.105,105,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,41.05973225570,89.03341082240,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{D74E2E44-0977-42A0-BE6D-BCA8BF9BC36A}
OtherBuildings.DignityHealthArena.L0.104,104,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,36.30341098400,74.03134555110,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{B650EAEC-CDFB-4AF4-B922-C1F071A85249}
OtherBuildings.DignityHealthArena.L0.103,103,,OtherBuildings.DignityHealthArena.L0,0.00000000000,0.00000000000,40.94614847160,88.29888679240,ABHINOVDUTTA,11/20/2025,ABHINOVDUTTA,11/20/2025,{5404EADD-B579-469F-A913-344DE4DCFB5B}
