POI_ID,USE_TYPE,NAME,NAME_LONG,LEVEL_ID,SCHEDULE_E,CAPACITY,AREA_ID,ASSIGNMENT,AREA_GROSS,HEIGHT_REL,RESERVATIO,ORG_AREA_I,ALLOCATION,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,VALIDATION,ORIG_FID,CATEGORY_T,SYMBOL_CAT
OtherBuildings.DignityHealthArena.L01.1-RCP1,RECEPTION,1-RCP1,"RECEPTION, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,171.01761919600,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,501,Places + Things,RECEPTION AND WAITING
OtherBuildings.DignityHealthArena.L01.S-1,STAIR,S-1,"STAIR, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,274.22964091000,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,502,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L01.1-ST5,STORAGE,1-ST5,"STORAGE, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,36.41874567200,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,503,Places + Things,STORAGE
OtherBuildings.DignityHealthArena.L01.S-R,STAIR,S-R,"STAIR, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,159.70851214400,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,504,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L01.S-Q,STAIR,S-Q,"STAIR, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,185.17385114900,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,506,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L01.1-ST6,STORAGE,1-ST6,"STORAGE, L01",OtherBuildings.DignityHealthArena.L01,,0,,none,59.22498602820,0.00000000000,0,,,ABHINOVDUTTA,9/17/2025,ABHINOVDUTTA,9/28/2025,2,508,Places + Things,STORAGE
OtherBuildings.DignityHealthArena.L02.E2,ELEVATOR,E2,"ELEVATOR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,55.31453383910,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1316,Places + Things,ELEVATOR
OtherBuildings.DignityHealthArena.L02.E1,ELEVATOR,E1,"ELEVATOR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,123.70070342000,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1317,Places + Things,ELEVATOR
OtherBuildings.DignityHealthArena.L02.2-LO1,LOBBY,2-LO1,"LOBBY, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,337.27762298600,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1318,Places + Things,RECEPTION AND WAITING
OtherBuildings.DignityHealthArena.L02.S-A,STAIR,S-A,"STAIR, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,137.75357696200,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1319,Places + Things,STAIRS
OtherBuildings.DignityHealthArena.L02.228,RESTROOM,228,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.26640682130,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1321,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.226,RESTROOM,226,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,50.46326640950,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1324,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.224,RESTROOM,224,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.51548911270,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1325,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.222,RESTROOM,222,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.97468641480,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1328,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.220,RESTROOM,220,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,50.68661850610,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1329,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.218,RESTROOM,218,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.97813826210,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1331,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.216,RESTROOM,216,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,50.33976980190,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1332,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.212,RESTROOM,212,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,50.19981230030,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1336,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.210,RESTROOM,210,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,49.24981816560,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1337,Places + Things,RESTROOMS
OtherBuildings.DignityHealthArena.L02.208,RESTROOM,208,"RESTROOM, L02",OtherBuildings.DignityHealthArena.L02,,0,,none,50.04574119370,32.00000000000,0,,,ABHINOVDUTTA,10/1/2025,ABHINOVDUTTA,10/1/2025,2,1338,Places + Things,RESTROOMS
