DELAY,FACILITY_I,FACILITY_N,LENGTH_3D,LEVEL_NAME,LEVEL_NA_1,PATHWAY_RA,PATHWAY_TY,TRAVEL_DIR,VERTICAL_O,LEVEL_ID,SHAPE_Leng
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22500064250,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22500064250
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22500065002,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22500065002
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22499228683,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22499228683
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22500488696,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22500488696
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22500064250,L01,L01,2,2,1,1,OtherBuildings.DignityHealthArena.L01,0.22500064250
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22500064250,L01,L01,1,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22500064250
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,2.70039486801,L01,L01,1,1,1,1,OtherBuildings.DignityHealthArena.L01,2.70039486801
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,0.22499644256,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,0.22499644256
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,1.35039105350,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,1.35039105350
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,2.02539284994,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,2.02539284994
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,2.02529292800,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,2.02529292800
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,1.80029649119,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,1.80029649119
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,3.46737064301,L01,L01,1,1,1,1,OtherBuildings.DignityHealthArena.L01,3.46737064301
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,2.02538869616,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,2.02538869616
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,1.80019658228,L01,L01,2,1,1,1,OtherBuildings.DignityHealthArena.L01,1.80019658228
0,OtherBuildings.DignityHealthArena,Dignity Health Arena,34.27124135910,L01,L01,1,1,1,1,OtherBuildings.DignityHealthArena.L01,34.27124135910
